CustomerID,Cluster,SegmentLabel,Recency,Frequency,Monetary,AvgOrderValue
13521,4,Champions (High-Value Loyal),1,3,1093.65,364.55
13522,0,Potential Loyalists,30,1,125.80000000000001,125.80000000000001
13523,4,Champions (High-Value Loyal),33,5,3964.88,792.976
13524,1,Loyal Customers,41,5,680.1800000000001,136.036
13525,1,Loyal Customers,15,2,628.78,314.39
13527,4,Champions (High-Value Loyal),34,7,2287.51,326.7871428571429
13529,0,Potential Loyalists,79,2,307.76,153.88
13531,2,At-Risk (High Value),205,2,483.79999999999995,241.89999999999998
13532,1,Loyal Customers,34,1,210.31,210.31
13533,1,Loyal Customers,183,3,270.78999999999996,90.26333333333332
13534,4,Champions (High-Value Loyal),2,25,5870.08,234.8032
13536,4,Champions (High-Value Loyal),1,7,3448.29,492.61285714285714
13538,1,Loyal Customers,43,7,1280.8500000000001,182.97857142857146
13539,1,Loyal Customers,86,3,631.34,210.4466666666667
13544,1,Loyal Customers,40,2,291.40999999999997,145.70499999999998
13546,1,Loyal Customers,12,3,626.99,208.99666666666667
13548,1,Loyal Customers,96,2,682.41,341.205
13549,1,Loyal Customers,26,7,918.2,131.17142857142858
13551,0,Potential Loyalists,319,1,91.80000000000001,91.80000000000001
13552,4,Champions (High-Value Loyal),66,12,3740.07,311.6725
13555,3,Loyal Customers,74,4,4149.28,1037.32
13557,1,Loyal Customers,28,2,584.06,292.03
13558,1,Loyal Customers,6,4,605.06,151.265
13560,1,Loyal Customers,7,1,174.37,174.37
13561,2,At-Risk (High Value),216,1,141.85999999999999,141.85999999999999
13562,3,Loyal Customers,82,3,1799.33,599.7766666666666
13563,1,Loyal Customers,84,2,777.53,388.765
13564,3,Loyal Customers,144,3,1749.02,583.0066666666667
13565,1,Loyal Customers,19,2,240.21999999999997,120.10999999999999
13566,3,Loyal Customers,41,2,874.71,437.355
13568,2,At-Risk (High Value),173,1,192.85,192.85
13569,1,Loyal Customers,17,2,373.75,186.875
13570,2,At-Risk (High Value),243,1,239.49,239.49
13571,4,Champions (High-Value Loyal),13,12,2092.32,174.36
13572,3,Loyal Customers,206,1,1384.25,1384.25
13573,1,Loyal Customers,50,2,294.4,147.2
13575,1,Loyal Customers,23,5,732.0699999999999,146.414
13576,4,Champions (High-Value Loyal),10,18,6717.34,373.18555555555554
13577,4,Champions (High-Value Loyal),25,4,1687.6,421.9
13579,1,Loyal Customers,15,2,467.03999999999996,233.51999999999998
13581,0,Potential Loyalists,309,1,118.0,118.0
13583,3,Loyal Customers,156,1,781.03,781.03
13584,2,At-Risk (High Value),307,1,142.4,142.4
13587,3,Loyal Customers,64,1,712.4,712.4
13588,4,Champions (High-Value Loyal),16,9,2478.95,275.43888888888887
13589,1,Loyal Customers,15,2,379.65,189.825
13590,4,Champions (High-Value Loyal),11,6,1981.92,330.32
13591,1,Loyal Customers,65,3,1117.1299999999999,372.3766666666666
13592,0,Potential Loyalists,36,4,247.95999999999998,61.989999999999995
13593,4,Champions (High-Value Loyal),108,5,2037.0800000000002,407.41600000000005
13594,3,Loyal Customers,53,1,396.97,396.97
13596,1,Loyal Customers,6,2,697.04,348.52
13598,1,Loyal Customers,47,1,180.17000000000002,180.17000000000002
13599,4,Champions (High-Value Loyal),1,21,5153.67,245.41285714285715
13600,2,At-Risk (High Value),312,1,219.52,219.52
13601,1,Loyal Customers,45,2,693.3199999999999,346.65999999999997
13602,1,Loyal Customers,65,1,428.89,428.89
13603,1,Loyal Customers,26,1,164.34,164.34
13606,1,Loyal Customers,29,3,280.53999999999996,93.51333333333332
13607,3,Loyal Customers,40,1,678.01,678.01
13610,4,Champions (High-Value Loyal),12,7,1131.88,161.69714285714286
13611,3,Loyal Customers,89,3,1171.8000000000002,390.6000000000001
13614,4,Champions (High-Value Loyal),24,4,1610.46,402.615
13615,2,At-Risk (High Value),319,1,417.69,417.69
13617,1,Loyal Customers,40,3,544.1800000000001,181.39333333333335
13618,2,At-Risk (High Value),174,1,177.34,177.34
13621,1,Loyal Customers,117,1,213.85,213.85
13623,1,Loyal Customers,31,5,747.7800000000001,149.556
13626,2,At-Risk (High Value),253,1,257.23,257.23
13627,4,Champions (High-Value Loyal),59,5,1638.47,327.694
13629,4,Champions (High-Value Loyal),23,11,7792.36,708.3963636363636
13630,4,Champions (High-Value Loyal),5,7,2031.78,290.2542857142857
13631,1,Loyal Customers,100,11,3070.42,279.1290909090909
13632,4,Champions (High-Value Loyal),25,5,2121.27,424.254
13634,4,Champions (High-Value Loyal),33,5,1575.1599999999999,315.032
13635,3,Loyal Customers,68,1,1071.03,1071.03
13636,1,Loyal Customers,37,5,949.12,189.824
13637,1,Loyal Customers,52,3,810.5,270.1666666666667
13638,0,Potential Loyalists,16,1,122.64,122.64
13639,3,Loyal Customers,74,1,1033.34,1033.34
13642,2,At-Risk (High Value),216,1,354.8,354.8
13643,1,Loyal Customers,31,3,519.44,173.14666666666668
13644,3,Loyal Customers,16,4,2624.26,656.065
13645,2,At-Risk (High Value),120,1,252.1,252.1
13647,4,Champions (High-Value Loyal),10,4,1678.1200000000001,419.53000000000003
13649,2,At-Risk (High Value),257,2,346.6,173.3
13650,4,Champions (High-Value Loyal),17,6,1836.34,306.0566666666667
13651,0,Potential Loyalists,35,2,94.2,47.1
13652,1,Loyal Customers,46,3,1095.08,365.02666666666664
13654,4,Champions (High-Value Loyal),43,6,2707.33,451.22166666666664
13655,3,Loyal Customers,114,2,932.97,466.485
13656,1,Loyal Customers,165,2,379.65,189.825
13657,1,Loyal Customers,11,2,382.14,191.07
13658,4,Champions (High-Value Loyal),10,5,2639.17,527.8340000000001
13659,3,Loyal Customers,206,2,1573.2,786.6
13662,1,Loyal Customers,86,3,897.76,299.25333333333333
13663,2,At-Risk (High Value),179,1,189.47,189.47
13666,0,Potential Loyalists,60,3,84.65,28.21666666666667
13667,1,Loyal Customers,149,1,305.02,305.02
13668,4,Champions (High-Value Loyal),3,21,6363.59,303.02809523809526
13669,0,Potential Loyalists,51,2,218.54999999999998,109.27499999999999
13670,1,Loyal Customers,75,1,349.7,349.7
13672,0,Potential Loyalists,301,2,186.39000000000001,93.19500000000001
13673,1,Loyal Customers,19,2,396.91999999999996,198.45999999999998
13675,1,Loyal Customers,151,2,486.82000000000005,243.41000000000003
13678,2,At-Risk (High Value),152,1,232.6,232.6
13680,3,Loyal Customers,1,4,3722.42,930.605
13681,1,Loyal Customers,18,4,827.83,206.9575
13682,0,Potential Loyalists,187,1,59.5,59.5
13684,0,Potential Loyalists,286,1,67.23,67.23
13685,4,Champions (High-Value Loyal),3,7,3119.44,445.63428571428574
13686,0,Potential Loyalists,183,1,72.0,72.0
13689,3,Loyal Customers,63,1,910.0,910.0
13690,0,Potential Loyalists,59,1,172.25,172.25
13692,3,Loyal Customers,25,3,1488.3200000000002,496.10666666666674
13694,4,Champions (High-Value Loyal),4,50,65039.62,1300.7924
13695,4,Champions (High-Value Loyal),31,15,2504.13,166.942
13697,1,Loyal Customers,39,1,151.29999999999998,151.29999999999998
13699,2,At-Risk (High Value),155,1,308.58000000000004,308.58000000000004
13700,4,Champions (High-Value Loyal),26,10,2265.12,226.512
13703,0,Potential Loyalists,318,1,99.5,99.5
13704,4,Champions (High-Value Loyal),5,9,2308.06,256.4511111111111
13705,1,Loyal Customers,8,3,711.86,237.28666666666666
13706,2,At-Risk (High Value),303,1,330.79,330.79
13707,2,At-Risk (High Value),267,2,806.41,403.205
13708,2,At-Risk (High Value),271,1,296.88,296.88
13709,4,Champions (High-Value Loyal),4,13,6328.05,486.7730769230769
13710,1,Loyal Customers,32,1,180.48,180.48
13711,0,Potential Loyalists,219,2,252.06,126.03
13712,2,At-Risk (High Value),247,1,228.84,228.84
13715,2,At-Risk (High Value),281,5,1079.3400000000001,215.86800000000002
13716,2,At-Risk (High Value),269,1,138.28,138.28
13717,4,Champions (High-Value Loyal),32,6,1445.01,240.835
13718,2,At-Risk (High Value),246,2,306.55,153.275
13719,1,Loyal Customers,15,5,1041.68,208.336
13720,1,Loyal Customers,117,4,799.9,199.975
13721,3,Loyal Customers,36,1,524.14,524.14
13722,3,Loyal Customers,132,3,2375.41,791.8033333333333
13723,0,Potential Loyalists,217,1,199.85000000000002,199.85000000000002
13725,4,Champions (High-Value Loyal),50,8,1980.56,247.57
13726,3,Loyal Customers,39,2,1079.66,539.83
13727,1,Loyal Customers,29,2,333.48,166.74
13728,1,Loyal Customers,37,6,1016.14,169.35666666666665
13730,3,Loyal Customers,136,2,752.5999999999999,376.29999999999995
13731,2,At-Risk (High Value),219,2,610.59,305.295
13732,3,Loyal Customers,28,1,491.86,491.86
13735,4,Champions (High-Value Loyal),25,4,2885.24,721.31
13736,1,Loyal Customers,5,2,731.9,365.95
13737,2,At-Risk (High Value),200,1,339.59999999999997,339.59999999999997
13739,0,Potential Loyalists,18,1,216.9,216.9
13740,2,At-Risk (High Value),241,1,350.75,350.75
13741,1,Loyal Customers,72,3,668.4300000000001,222.81000000000003
13742,4,Champions (High-Value Loyal),17,12,3131.02,260.91833333333335
13743,1,Loyal Customers,3,7,1341.6,191.65714285714284
13744,3,Loyal Customers,95,2,1156.36,578.18
13745,2,At-Risk (High Value),162,1,300.04,300.04
13747,0,Potential Loyalists,374,1,79.6,79.6
13748,1,Loyal Customers,96,5,948.25,189.65
13750,1,Loyal Customers,54,5,1647.26,329.452
13751,2,At-Risk (High Value),288,1,296.25,296.25
13752,1,Loyal Customers,124,6,1186.2800000000002,197.71333333333337
13753,3,Loyal Customers,288,1,741.26,741.26
13754,2,At-Risk (High Value),152,2,282.6,141.3
13755,4,Champions (High-Value Loyal),4,9,2161.35,240.14999999999998
13756,4,Champions (High-Value Loyal),2,14,5189.52,370.68
13758,4,Champions (High-Value Loyal),12,7,3190.55,455.79285714285714
13759,1,Loyal Customers,33,2,659.4100000000001,329.70500000000004
13760,1,Loyal Customers,54,2,286.79,143.395
13761,3,Loyal Customers,50,2,1070.65,535.325
13762,2,At-Risk (High Value),219,1,306.72,306.72
13763,3,Loyal Customers,63,1,1714.96,1714.96
13764,3,Loyal Customers,71,3,1521.76,507.25333333333333
13767,4,Champions (High-Value Loyal),2,37,17220.36,465.41513513513513
13769,4,Champions (High-Value Loyal),2,10,2796.51,279.651
13771,3,Loyal Customers,64,4,2634.45,658.6125
13772,1,Loyal Customers,34,3,1132.13,377.3766666666667
13774,1,Loyal Customers,82,1,345.0,345.0
13777,4,Champions (High-Value Loyal),1,33,25977.16,787.1866666666666
13778,0,Potential Loyalists,103,1,178.7,178.7
13780,1,Loyal Customers,7,2,360.01000000000005,180.00500000000002
13781,0,Potential Loyalists,251,1,127.84,127.84
13782,1,Loyal Customers,13,6,912.0,152.0
13784,4,Champions (High-Value Loyal),10,11,2462.79,223.89
13786,2,At-Risk (High Value),367,1,230.39999999999998,230.39999999999998
13787,1,Loyal Customers,76,2,309.04,154.52
13790,3,Loyal Customers,4,1,348.8,348.8
13791,3,Loyal Customers,128,2,1516.0,758.0
13792,0,Potential Loyalists,66,2,195.55,97.775
13798,4,Champions (High-Value Loyal),1,57,37153.85,651.8219298245614
13799,1,Loyal Customers,117,2,688.8599999999999,344.42999999999995
13800,2,At-Risk (High Value),310,1,558.32,558.32
13801,1,Loyal Customers,67,1,324.8,324.8
13802,3,Loyal Customers,139,3,4599.42,1533.14
13803,2,At-Risk (High Value),255,1,277.07,277.07
13804,4,Champions (High-Value Loyal),31,7,2635.79,376.5414285714286
13805,3,Loyal Customers,52,2,924.6,462.3
13806,1,Loyal Customers,64,1,256.38,256.38
13807,0,Potential Loyalists,367,1,112.6,112.6
13808,4,Champions (High-Value Loyal),6,5,1747.66,349.53200000000004
13809,0,Potential Loyalists,305,1,155.05,155.05
13810,1,Loyal Customers,29,3,1499.01,499.67
13811,0,Potential Loyalists,184,3,814.5,271.5
13812,1,Loyal Customers,42,3,539.0,179.66666666666666
13813,1,Loyal Customers,40,4,1366.8600000000001,341.71500000000003
13814,3,Loyal Customers,92,2,1579.12,789.56
13815,3,Loyal Customers,22,4,4027.36,1006.84
13816,1,Loyal Customers,24,2,571.6700000000001,285.83500000000004
13817,1,Loyal Customers,29,2,382.98,191.49
13819,2,At-Risk (High Value),302,3,1140.35,380.1166666666666
13821,1,Loyal Customers,145,2,385.64,192.82
13822,1,Loyal Customers,6,2,632.0,316.0
13823,3,Loyal Customers,19,2,957.66,478.83
13824,1,Loyal Customers,33,5,1698.94,339.788
13826,2,At-Risk (High Value),176,1,189.5,189.5
13827,1,Loyal Customers,58,3,412.05,137.35
13828,1,Loyal Customers,22,1,209.49,209.49
13831,4,Champions (High-Value Loyal),16,6,2202.99,367.16499999999996
13832,0,Potential Loyalists,19,1,52.199999999999996,52.199999999999996
13833,2,At-Risk (High Value),159,1,384.8,384.8
13835,1,Loyal Customers,25,4,834.5699999999999,208.64249999999998
13837,2,At-Risk (High Value),212,2,271.24,135.62
13838,1,Loyal Customers,6,4,691.73,172.9325
13841,0,Potential Loyalists,253,1,85.0,85.0
13842,4,Champions (High-Value Loyal),59,9,3385.62,376.18
13844,1,Loyal Customers,11,1,361.62,361.62
13845,1,Loyal Customers,65,1,312.98,312.98
13846,1,Loyal Customers,25,3,865.06,288.3533333333333
13848,3,Loyal Customers,92,3,1255.0,418.3333333333333
13849,3,Loyal Customers,52,2,1537.9499999999998,768.9749999999999
13850,3,Loyal Customers,129,1,1595.48,1595.48
13851,3,Loyal Customers,96,3,2651.46,883.82
13853,3,Loyal Customers,57,1,1090.14,1090.14
13854,4,Champions (High-Value Loyal),9,25,8109.52,324.3808
13856,2,At-Risk (High Value),169,3,388.5,129.5
13858,1,Loyal Customers,57,1,216.17,216.17
13859,2,At-Risk (High Value),326,1,201.16,201.16
13860,1,Loyal Customers,1,5,1245.9,249.18
13862,4,Champions (High-Value Loyal),18,8,2209.36,276.17
13863,2,At-Risk (High Value),248,1,305.78,305.78
13865,1,Loyal Customers,58,4,501.56,125.39
13866,0,Potential Loyalists,74,1,145.67000000000002,145.67000000000002
13867,1,Loyal Customers,31,3,1015.2900000000001,338.43
13868,3,Loyal Customers,7,2,3192.54,1596.27
13869,3,Loyal Customers,123,4,3104.95,776.2375
13870,4,Champions (High-Value Loyal),2,8,2770.94,346.3675
13871,4,Champions (High-Value Loyal),23,13,6403.25,492.5576923076923
13873,0,Potential Loyalists,120,3,389.6,129.86666666666667
13874,2,At-Risk (High Value),358,1,540.45,540.45
13875,4,Champions (High-Value Loyal),54,5,1786.79,357.358
13876,0,Potential Loyalists,64,1,122.7,122.7
13877,0,Potential Loyalists,86,1,117.24,117.24
13878,3,Loyal Customers,55,1,1281.53,1281.53
13880,4,Champions (High-Value Loyal),21,13,3219.77,247.67461538461538
13881,4,Champions (High-Value Loyal),4,20,17159.52,857.976
13882,1,Loyal Customers,3,5,1191.13,238.22600000000003
13883,4,Champions (High-Value Loyal),11,5,2674.48,534.896
13884,1,Loyal Customers,7,5,787.6,157.52
13885,2,At-Risk (High Value),189,2,506.79999999999995,253.39999999999998
13886,1,Loyal Customers,71,1,243.56,243.56
13887,2,At-Risk (High Value),204,1,349.55,349.55
13888,1,Loyal Customers,120,2,605.63,302.815
13889,1,Loyal Customers,93,1,416.90000000000003,416.90000000000003
13890,4,Champions (High-Value Loyal),1,10,1883.81,188.381
13892,1,Loyal Customers,27,4,632.9699999999999,158.24249999999998
13893,2,At-Risk (High Value),298,1,821.1,821.1
13894,1,Loyal Customers,24,3,564.62,188.20666666666668
13895,3,Loyal Customers,28,4,2593.07,648.2675
13897,1,Loyal Customers,50,1,311.16,311.16
13898,2,At-Risk (High Value),326,1,155.93,155.93
13899,1,Loyal Customers,16,2,388.52,194.26
13900,1,Loyal Customers,183,3,740.95,246.98333333333335
13901,4,Champions (High-Value Loyal),72,5,2867.2000000000003,573.44
13904,1,Loyal Customers,37,2,332.64,166.32
13908,3,Loyal Customers,80,4,2369.55,592.3875
13911,4,Champions (High-Value Loyal),57,9,2580.91,286.7677777777778
13914,1,Loyal Customers,12,2,626.45,313.225
13917,1,Loyal Customers,50,2,272.03999999999996,136.01999999999998
13918,3,Loyal Customers,50,2,1212.84,606.42
13919,1,Loyal Customers,59,2,384.81,192.405
13922,2,At-Risk (High Value),352,1,172.25,172.25
13923,1,Loyal Customers,54,1,351.13,351.13
13924,4,Champions (High-Value Loyal),2,6,1838.85,306.47499999999997
13925,1,Loyal Customers,93,4,678.25,169.5625
13926,1,Loyal Customers,23,1,223.85000000000002,223.85000000000002
13927,1,Loyal Customers,75,1,348.99,348.99
13928,1,Loyal Customers,11,4,464.57000000000005,116.14250000000001
13929,2,At-Risk (High Value),169,2,842.65,421.325
13930,1,Loyal Customers,58,2,337.34,168.67
13931,3,Loyal Customers,96,2,1237.5300000000002,618.7650000000001
13932,2,At-Risk (High Value),295,1,307.4,307.4
13933,1,Loyal Customers,109,2,608.79,304.395
13934,3,Loyal Customers,264,1,922.1,922.1
13936,2,At-Risk (High Value),180,1,376.58,376.58
13937,2,At-Risk (High Value),169,1,158.85,158.85
13938,0,Potential Loyalists,35,1,71.66,71.66
13939,1,Loyal Customers,23,3,568.55,189.51666666666665
13940,1,Loyal Customers,17,4,839.14,209.785
13941,3,Loyal Customers,22,5,5112.96,1022.592
13946,1,Loyal Customers,79,3,561.57,187.19000000000003
13947,0,Potential Loyalists,65,1,90.6,90.6
13948,0,Potential Loyalists,361,1,102.0,102.0
13949,4,Champions (High-Value Loyal),3,6,2427.32,404.55333333333334
13950,1,Loyal Customers,11,4,745.06,186.265
13951,1,Loyal Customers,176,3,674.45,224.8166666666667
13952,3,Loyal Customers,218,2,3251.071,1625.5355
13953,3,Loyal Customers,7,7,3515.68,502.23999999999995
13954,1,Loyal Customers,2,2,439.91999999999996,219.95999999999998
13955,1,Loyal Customers,154,2,322.96,161.48
13956,1,Loyal Customers,5,5,1026.42,205.28400000000002
13959,1,Loyal Customers,79,3,598.2,199.4
13960,0,Potential Loyalists,21,2,230.22,115.11
13962,0,Potential Loyalists,22,2,169.55,84.775
13963,2,At-Risk (High Value),308,4,664.54,166.135
13967,0,Potential Loyalists,146,1,80.7,80.7
13969,4,Champions (High-Value Loyal),7,18,9053.94,502.99666666666667
13971,4,Champions (High-Value Loyal),19,8,2758.26,344.7825
13972,0,Potential Loyalists,71,2,190.25,95.125
13973,2,At-Risk (High Value),287,1,264.7,264.7
13974,1,Loyal Customers,49,1,413.59000000000003,413.59000000000003
13975,4,Champions (High-Value Loyal),31,6,2526.28,421.0466666666667
13976,2,At-Risk (High Value),207,1,357.98,357.98
13978,1,Loyal Customers,15,2,196.79000000000002,98.39500000000001
13979,3,Loyal Customers,73,1,869.87,869.87
13980,1,Loyal Customers,60,1,200.14,200.14
13982,3,Loyal Customers,39,4,1871.81,467.9525
13983,4,Champions (High-Value Loyal),30,12,2603.43,216.9525
13984,1,Loyal Customers,27,5,920.51,184.102
13985,4,Champions (High-Value Loyal),4,15,7060.13,470.67533333333336
13986,1,Loyal Customers,17,1,320.46,320.46
13988,4,Champions (High-Value Loyal),20,6,4147.96,691.3266666666667
13989,3,Loyal Customers,66,2,1266.08,633.04
13990,2,At-Risk (High Value),213,1,311.3,311.3
13991,1,Loyal Customers,12,6,855.9699999999999,142.66166666666666
13992,0,Potential Loyalists,30,1,76.8,76.8
13993,4,Champions (High-Value Loyal),43,9,3466.36,385.1511111111111
13994,4,Champions (High-Value Loyal),4,6,2313.14,385.5233333333333
13995,1,Loyal Customers,15,5,1393.69,278.738
13999,4,Champions (High-Value Loyal),10,12,3901.81,325.1508333333333
14000,3,Loyal Customers,211,1,635.66,635.66
14001,3,Loyal Customers,46,3,2043.08,681.0266666666666
14002,3,Loyal Customers,134,2,529.73,264.865
14004,4,Champions (High-Value Loyal),43,7,4582.64,654.6628571428572
14005,3,Loyal Customers,10,5,2874.7200000000003,574.9440000000001
14006,1,Loyal Customers,116,3,962.19,320.73
14009,2,At-Risk (High Value),198,2,695.61,347.805
14012,2,At-Risk (High Value),278,1,328.8,328.8
14013,1,Loyal Customers,110,3,473.02,157.67333333333332
14014,3,Loyal Customers,77,1,505.18,505.18
14015,3,Loyal Customers,53,1,917.34,917.34
14016,3,Loyal Customers,162,4,4341.21,1085.3025
14019,3,Loyal Customers,47,3,1421.61,473.86999999999995
14020,1,Loyal Customers,17,2,642.8,321.4
14021,1,Loyal Customers,155,3,631.9,210.63333333333333
14022,2,At-Risk (High Value),225,1,440.0,440.0
14023,1,Loyal Customers,7,2,584.0699999999999,292.03499999999997
14024,1,Loyal Customers,122,2,327.7,163.85
14027,0,Potential Loyalists,61,1,104.82,104.82
14029,1,Loyal Customers,63,2,467.65999999999997,233.82999999999998
14030,4,Champions (High-Value Loyal),18,8,2360.09,295.01125
14031,4,Champions (High-Value Loyal),7,19,17286.86,909.8347368421053
14032,4,Champions (High-Value Loyal),2,11,2975.59,270.5081818181818
14034,1,Loyal Customers,22,3,651.8199999999999,217.2733333333333
14035,1,Loyal Customers,29,5,1428.02,285.604
14036,2,At-Risk (High Value),285,1,626.65,626.65
14037,0,Potential Loyalists,176,2,147.2,73.6
14038,3,Loyal Customers,78,3,1560.38,520.1266666666667
14039,0,Potential Loyalists,33,1,152.2,152.2
14040,4,Champions (High-Value Loyal),41,12,3614.92,301.24333333333334
14041,2,At-Risk (High Value),266,1,141.41,141.41
14044,1,Loyal Customers,27,4,652.82,163.205
14045,1,Loyal Customers,109,4,1659.75,414.9375
14046,2,At-Risk (High Value),284,1,154.99,154.99
14047,1,Loyal Customers,9,5,1308.6100000000001,261.72200000000004
14048,2,At-Risk (High Value),305,1,409.93,409.93
14049,3,Loyal Customers,17,4,5681.719999999999,1420.4299999999998
14050,3,Loyal Customers,32,2,746.36,373.18
14051,4,Champions (High-Value Loyal),1,23,15610.390000000001,678.7126086956522
14052,1,Loyal Customers,20,1,225.36,225.36
14053,0,Potential Loyalists,124,2,260.25,130.125
14054,0,Potential Loyalists,65,1,92.46,92.46
14055,3,Loyal Customers,106,1,725.6400000000001,725.6400000000001
14056,4,Champions (High-Value Loyal),1,23,8214.65,357.1586956521739
14057,4,Champions (High-Value Loyal),24,17,6217.96,365.76235294117646
14059,2,At-Risk (High Value),267,1,183.6,183.6
14060,4,Champions (High-Value Loyal),5,19,6140.42,323.18
14062,4,Champions (High-Value Loyal),10,12,10464.85,872.0708333333333
14064,4,Champions (High-Value Loyal),29,5,1353.7399999999998,270.74799999999993
14066,0,Potential Loyalists,267,1,152.55,152.55
14067,1,Loyal Customers,64,2,374.7,187.35
14068,2,At-Risk (High Value),320,1,265.85,265.85
14071,4,Champions (High-Value Loyal),4,8,1438.82,179.8525
14073,1,Loyal Customers,32,1,151.04,151.04
14075,1,Loyal Customers,5,3,942.26,314.08666666666664
14076,0,Potential Loyalists,129,1,122.47,122.47
14077,1,Loyal Customers,41,5,499.41999999999996,99.88399999999999
14078,1,Loyal Customers,102,6,1049.37,174.89499999999998
14079,2,At-Risk (High Value),125,1,375.1,375.1
14080,0,Potential Loyalists,33,1,45.599999999999994,45.599999999999994
14081,2,At-Risk (High Value),302,2,934.52,467.26
14082,2,At-Risk (High Value),365,1,182.25,182.25
14083,4,Champions (High-Value Loyal),4,9,1018.4300000000001,113.1588888888889
14085,4,Champions (High-Value Loyal),2,18,4448.54,247.14111111111112
14087,1,Loyal Customers,3,1,194.42,194.42
14088,4,Champions (High-Value Loyal),10,13,50491.81,3883.9853846153846
14089,1,Loyal Customers,57,1,161.0,161.0
14090,0,Potential Loyalists,325,1,76.32000000000001,76.32000000000001
14092,4,Champions (High-Value Loyal),8,14,4076.91,291.2078571428571
14093,3,Loyal Customers,12,1,442.85,442.85
14096,4,Champions (High-Value Loyal),4,17,65164.79,3833.2229411764706
14098,1,Loyal Customers,37,1,147.35,147.35
14099,4,Champions (High-Value Loyal),16,11,3104.17,282.1972727272727
14100,2,At-Risk (High Value),138,1,194.9,194.9
14101,3,Loyal Customers,74,6,5976.79,996.1316666666667
14102,1,Loyal Customers,5,5,1360.28,272.056
14104,0,Potential Loyalists,155,2,216.20999999999998,108.10499999999999
14105,3,Loyal Customers,239,1,1266.23,1266.23
14107,4,Champions (High-Value Loyal),52,7,2703.23,386.17571428571426
14108,1,Loyal Customers,31,2,597.91,298.955
14109,0,Potential Loyalists,73,1,144.2,144.2
14110,4,Champions (High-Value Loyal),4,12,5683.150000000001,473.59583333333336
14111,1,Loyal Customers,14,4,692.85,173.2125
14112,4,Champions (High-Value Loyal),23,7,2915.15,416.45
14113,1,Loyal Customers,4,4,1840.42,460.105
14114,2,At-Risk (High Value),274,2,386.53,193.265
14116,1,Loyal Customers,20,5,1382.74,276.548
14117,0,Potential Loyalists,144,1,90.0,90.0
14121,3,Loyal Customers,4,4,2780.15,695.0375
14124,3,Loyal Customers,84,1,419.58000000000004,419.58000000000004
14125,3,Loyal Customers,11,3,2740.43,913.4766666666666
14126,1,Loyal Customers,8,3,706.1300000000001,235.3766666666667
14127,1,Loyal Customers,123,3,709.71,236.57000000000002
14128,1,Loyal Customers,61,2,637.5,318.75
14129,1,Loyal Customers,2,5,1123.8600000000001,224.77200000000002
14130,2,At-Risk (High Value),319,1,483.86,483.86
14132,4,Champions (High-Value Loyal),2,11,3586.0299999999997,326.00272727272727
14133,1,Loyal Customers,130,3,605.64,201.88
14135,4,Champions (High-Value Loyal),2,15,4690.31,312.68733333333336
14138,3,Loyal Customers,2,2,982.3800000000001,491.19000000000005
14139,3,Loyal Customers,46,1,415.82,415.82
14140,3,Loyal Customers,4,2,935.05,467.525
14141,1,Loyal Customers,3,4,915.1300000000001,228.78250000000003
14142,2,At-Risk (High Value),373,1,311.81,311.81
14143,0,Potential Loyalists,134,1,115.8,115.8
14145,3,Loyal Customers,47,4,3742.2,935.55
14146,4,Champions (High-Value Loyal),9,5,4191.0,838.2
14147,0,Potential Loyalists,78,2,483.40000000000003,241.70000000000002
14148,0,Potential Loyalists,234,1,157.2,157.2
14149,2,At-Risk (High Value),221,1,446.62,446.62
14150,1,Loyal Customers,36,2,658.6400000000001,329.32000000000005
14152,1,Loyal Customers,75,2,621.29,310.645
14154,3,Loyal Customers,239,2,1345.62,672.81
14155,0,Potential Loyalists,266,1,118.75,118.75
14156,4,Champions (High-Value Loyal),10,55,117379.63,2134.175090909091
14157,1,Loyal Customers,20,2,432.88,216.44
14158,3,Loyal Customers,40,1,507.66,507.66
14159,4,Champions (High-Value Loyal),20,11,4693.01,426.6372727272728
14161,2,At-Risk (High Value),216,3,1110.52,370.17333333333335
14162,2,At-Risk (High Value),174,2,289.36,144.68
14163,3,Loyal Customers,87,4,2445.91,611.4775
14164,3,Loyal Customers,71,2,1631.77,815.885
14165,2,At-Risk (High Value),276,1,122.53999999999999,122.53999999999999
14167,1,Loyal Customers,39,4,574.84,143.71
14171,1,Loyal Customers,98,1,363.79,363.79
14173,1,Loyal Customers,11,4,450.84000000000003,112.71000000000001
14174,1,Loyal Customers,33,1,134.46,134.46
14175,3,Loyal Customers,60,3,3222.3,1074.1000000000001
14176,2,At-Risk (High Value),297,4,576.9000000000001,144.22500000000002
14177,1,Loyal Customers,86,4,559.41,139.8525
14178,4,Champions (High-Value Loyal),9,7,1620.93,231.5614285714286
14179,1,Loyal Customers,41,2,719.7800000000001,359.89000000000004
14180,4,Champions (High-Value Loyal),11,25,4748.52,189.94080000000002
14184,1,Loyal Customers,67,1,452.89,452.89
14185,0,Potential Loyalists,331,1,197.65,197.65
14188,4,Champions (High-Value Loyal),31,6,2054.36,342.3933333333334
14189,4,Champions (High-Value Loyal),2,15,4654.08,310.272
14191,4,Champions (High-Value Loyal),2,13,4684.76,360.36615384615385
14193,3,Loyal Customers,68,2,853.39,426.695
14194,4,Champions (High-Value Loyal),5,21,11349.52,540.4533333333334
